name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
NM041,"Newtown Industrial Area, New Mills",,,2020-12-14,,2.99,15,15,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,POINT(-2.005791 53.359267),NM041,https://www.highpeak.gov.uk/brownfield-land.csv,2017-11-30,/brownfield-land/local-authority-eng/HIG/NM041
GA001,OLD RAIL SIDINGS GLOSSOP ROAD GLOSSOP GAMESLEY (Samas Roneo),yes,,2020-12-14,,4.42,93,93,HPK/2019/0474 pending S106. Total amount of dwellings across the whole site would be 156.,local-authority-eng:HIG,not owned by a public authority,2019-06-28,,permissioned,full planning permission,POINT(-1.982211 53.444154),GA001,https://www.highpeak.gov.uk/brownfield-land.csv,2017-11-30,/brownfield-land/local-authority-eng/HIG/GA001
HD012,"Paradise Street, Hadfield",,,2020-12-14,,0.35,28,28,Permission on the site has lapsed,local-authority-eng:HIG,mixed ownership,,,not permissioned,,POINT(-1.971554 53.462893),HD012,https://www.highpeak.gov.uk/brownfield-land.csv,2017-11-30,/brownfield-land/local-authority-eng/HIG/HD012
CH012,"Roebuck Place, Chapel-en-le-Frith",,,2020-12-14,,0.3,14,14,Permission on the site has lapsed,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,POINT(-1.916834 53.323769),CH012,https://www.highpeak.gov.uk/brownfield-land.csv,2017-11-30,/brownfield-land/local-authority-eng/HIG/CH012
NM001,"Salem Mill, New Mills",,2020-03-31,2020-12-14,,0.27,15,15,Site complete,local-authority-eng:HIG,not owned by a public authority,,,permissioned,full planning permission,POINT(-1.997977 53.369973),NM001,https://www.highpeak.gov.uk/brownfield-land.csv,2017-11-30,/brownfield-land/local-authority-eng/HIG/NM001
B31,"Station Road, Buxton",yes,,2020-12-14,,0.62,30,30,Permission is for extra care accommodation. Clearance of the site has commenced.,local-authority-eng:HIG,mixed ownership,2019-07-18,,permissioned,full planning permission,POINT(-2.004874 53.361119),B31,https://www.highpeak.gov.uk/brownfield-land.csv,2017-11-30,/brownfield-land/local-authority-eng/HIG/B31
NM034,"Woodside Street, New Mills",,,2020-12-14,,0.6,25,25,,local-authority-eng:HIG,not owned by a public authority,,,not permissioned,,POINT(-2.004874 53.361119),NM034,https://www.highpeak.gov.uk/brownfield-land.csv,2017-11-30,/brownfield-land/local-authority-eng/HIG/NM034
GL091,Ellison Street Glossop,yes,2020-03-31,2020-12-14,,0.43,22,22,Site is complete,local-authority-eng:HIG,not owned by a public authority,2018-01-02,,permissioned,full planning permission,POINT(-1.948202 53.443524),GL091,https://www.highpeak.gov.uk/brownfield-land.csv,2018-11-30,/brownfield-land/local-authority-eng/HIG/GL091
NM058,Queens Arms Hotel Church Road New Mills,yes,,2020-12-14,,0.08,9,9,Completions expected on site within 5 years,local-authority-eng:HIG,not owned by a public authority,2018-05-01,,permissioned,full planning permission,POINT(-2.000111 53.363411),NM058,https://www.highpeak.gov.uk/brownfield-land.csv,2018-11-30,/brownfield-land/local-authority-eng/HIG/NM058
WB033,Gisbourne Road/ Old Road Whaley Bridge,yes,,2020-12-14,,0.13,6,6,HPK/2017/0572. Completions expected on site within 5 years,local-authority-eng:HIG,not owned by a public authority,2018-01-25,,permissioned,outline planning permission,POINT(-1.983956 53.326287),WB033,https://www.highpeak.gov.uk/brownfield-land.csv,2018-11-30,/brownfield-land/local-authority-eng/HIG/WB033
HPK/2017/0232,"Former White Lion, Spring Gardens, Buxton",yes,,2020-12-14,,0.08,13,13,HPK/2017/0232. Completions expected on site within 5 years,local-authority-eng:HIG,not owned by a public authority,2018-08-13,,permissioned,full planning permission,POINT(-1.909479 53.259018),HPK/2017/0232,https://www.highpeak.gov.uk/brownfield-land.csv,2019-09-12,/brownfield-land/local-authority-eng/HIG/HPK-2017-0232
HPK/2017/0536,"Land adj to 54 to 64 Buxton Road, Bridgemont, Whaley Bridge",,,2020-12-14,,0.23,13,13,HPK/2017/0536,local-authority-eng:HIG,not owned by a public authority,2018-03-26,,permissioned,full planning permission,POINT(-1.984077 53.324543),HPK/2017/0536,https://www.highpeak.gov.uk/brownfield-land.csv,2019-09-12,/brownfield-land/local-authority-eng/HIG/HPK-2017-0536
HPK/2016/0550,"Former Ferro Alloys Site, Surrey Street, Glossop",yes,2019-03-31,2020-12-14,,0.8,51,51,Site complete,local-authority-eng:HIG,not owned by a public authority,2018-04-18,,permissioned,full planning permission,POINT(-1.95645 53.445235),HPK/2016/0550,https://www.highpeak.gov.uk/brownfield-land.csv,2019-09-12,/brownfield-land/local-authority-eng/HIG/HPK-2016-0550
HPK/2018/0324,"90-94 Manchester Road, Chapel-en-le-Frith",yes,,2020-12-14,,0.129,6,6,Site of former police station,local-authority-eng:HIG,not owned by a public authority,2019-01-25,,permissioned,full planning permission,POINT(-1.929526 53.320281),HPK/2018/0324,https://www.highpeak.gov.uk/brownfield-land.csv,2019-09-12,/brownfield-land/local-authority-eng/HIG/HPK-2018-0324
HPK/2018/0089,"Former Derby House Nursing Home, Broad Walk, Buxton",yes,,2020-12-14,,0.09,6,6,Former care home,local-authority-eng:HIG,not owned by a public authority,2018-02-11,,permissioned,full planning permission,POINT(-1.917385 53.255725),HPK/2018/0089,https://www.highpeak.gov.uk/brownfield-land.csv,2019-09-12,/brownfield-land/local-authority-eng/HIG/HPK-2018-0089
HPK/2017/0198,"Land at Woolley Bridge East of A57, Hadfield, Glossop",yes,,2020-12-14,,0.97,31,31,Former petrol station. RM application pending decision. HPK/2020/0107.,local-authority-eng:HIG,not owned by a public authority,2019-01-31,,permissioned,outline planning permission,POINT(-1.985187 53.457916),HPK/2017/0198,https://www.highpeak.gov.uk/brownfield-land.csv,2019-09-12,/brownfield-land/local-authority-eng/HIG/HPK-2017-0198
HPK/2018/0290,"Bankwood Mill, Bankwood, Charlesworth",yes,,2020-12-14,,0.8,7,7,Site of former Mill.,local-authority-eng:HIG,not owned by a public authority,2019-04-29,,permissioned,full planning permission,POINT(-1.872705 53.285376),HPK/2018/0290,https://www.highpeak.gov.uk/brownfield-land.csv,2020-12-07,/brownfield-land/local-authority-eng/HIG/HPK-2018-0290
HPK/2018/0385,"5&6 The Quadrant, Buxton",yes,,2020-12-14,,0.04,5,5,Former bank and student accommodation above.,local-authority-eng:HIG,not owned by a public authority,2019-05-14,,permissioned,full planning permission,POINT(-1.91387 53.259795),HPK/2018/0385,https://www.highpeak.gov.uk/brownfield-land.csv,2020-12-07,/brownfield-land/local-authority-eng/HIG/HPK-2018-0385
HPK/2018/0300,"Holy Trinity Church, Peak Dale",yes,,2020-12-14,,0.16,5,5,Conversion of redundant church,local-authority-eng:HIG,not owned by a public authority,2019-10-08,,permissioned,full planning permission,POINT(-1.870546 53.285077),HPK/2018/0300,https://www.highpeak.gov.uk/brownfield-land.csv,2020-12-07,/brownfield-land/local-authority-eng/HIG/HPK-2018-0300
HPK/2019/0111,"Car Park to The Grouse Hotel, New Mills",yes,,2020-12-14,,0.22,8,8,Former pub car park,local-authority-eng:HIG,not owned by a public authority,2019-11-25,,permissioned,outline planning permission,POINT(-1.96588 53.378399),HPK/2019/0111,https://www.highpeak.gov.uk/brownfield-land.csv,2020-12-07,/brownfield-land/local-authority-eng/HIG/HPK-2019-0111
