site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Sital House 3 to 6 Cattlemarket Loughborough LE11 3DL,,,2019-12-19,,0.02,10,10,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH311,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-16
Factory Premises Great Central Road Loughborough,,,2019-12-19,,1.25,35,35,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH32,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-16
Forest Court Loughborough LE11 3NT,,,2019-12-19,,0.57,49,49,,local-authority-eng:CHA,not owned by a public authority,2015-10-23,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH362,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-16
Ashmount Special School Beacon Road Loughborough,,,2019-12-19,,0.76,30,30,,local-authority-eng:CHA,not owned by a public authority,2017-10-16,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,reserved matters approval,PSH364,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-16
17A Burleigh Road Loughborough Leicestershire LE11 3BA,,,2019-12-19,,0.03,5,5,,local-authority-eng:CHA,not owned by a public authority,2015-07-08,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH366,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-16
52 Baxter Gate Loughborough LE11 1TH,,,2019-12-19,,0.04,9,9,,local-authority-eng:CHA,not owned by a public authority,2016-03-02,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH368,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
The Royal George 7 The Coneries Loughborough Leicestershire LE11 1DZ,,,2019-12-19,,0.07,40,40,,local-authority-eng:CHA,not owned by a public authority,2017-07-05,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH380,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Former Government Offices 2 Lemyngton Street Loughborough,,,2019-12-19,,0.19,30,30,,local-authority-eng:CHA,,,,not permissioned,,PSH382,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Duke Street Motors King Edward Road Loughborough Leicestershire LE11 1RZ,,,2019-12-19,,0.09,9,9,,local-authority-eng:CHA,not owned by a public authority,2016-06-07,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,outline planning permission,PSH385,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Garendon Social Club Thorpe Hill Loughborough LE11 4QH,,,2019-12-19,,0.24,17,17,,local-authority-eng:CHA,not owned by a public authority,2018-02-01,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH386,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Southfields Road Car Park Loughborough,,,2019-12-19,,0.13,20,5,,local-authority-eng:CHA,owned by a public authority,,,not permissioned,,SH102,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
138-144 Knighthorpe Road Loughborough,,,2019-12-19,,0.35,34,34,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH34,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Cumberland Industrial Estate Loughborough,,,2019-12-19,,1.64,35,35,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH49,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Devonshire Square Opportunity Site Loughborough,,,2019-12-19,,1.3,32,32,,local-authority-eng:CHA,mixed ownership,,,not permissioned,,SH51,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Former Petrol Station Pinfold Gate Loughborough,,,2019-12-19,,0.13,10,10,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH56,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-17
Former Main Post Office Sparrow Hill Loughborough LE11 1BX,,,2019-12-19,,0.08,10,10,,local-authority-eng:CHA,,,,not permissioned,,SH60,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-21
"Land and premises off Wharncliffe Road and Great Central Road, Loughborough",,,2019-12-19,,1.42,101,101,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH64,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-21
Land adjacent to Windmill Road Great Central Road Empress Road and Moor Lane,,,2019-12-19,,4.8,62,62,,local-authority-eng:CHA,not owned by a public authority,2018-06-07,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,reserved matters approval,SH65,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-21
Land at True Lovers Walk Frederick Street Loughborough,,,2019-12-19,,0.57,14,14,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH67,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-21
"Land to r/o The Old Pack Horse, Pack Horse Lane, Loughborough",,,2019-12-19,,0.06,12,12,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH75,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-21
Land used for Storage and Premises Chainbridge Road Loughborough,,,2019-12-19,,0.34,10,10,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH76,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-21
Land used for Storage Windmill Road Loughborough,,,2019-12-19,,3.03,57,57,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH77,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Leicester Road Aumberry Gap Opportunity Site excluding PH Loughborough,,,2019-12-19,,0.61,16,16,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH78,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Moseleys Building Derby Road Loughborough,,,2019-12-19,,1.4,96,96,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH80,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Nottingham Road Loughborough,,,2019-12-19,,1.46,36,36,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH81,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Offices and Premises 57 Park Road Loughborough,,,2019-12-19,,0.14,6,6,,local-authority-eng:CHA,not owned by a public authority,2013-10-25,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,SH82,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Part of Baxter Gate Opportunity Site Loughborough,,,2019-12-19,,2.06,50,50,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH84,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Mountsorrel Day Centre,,,2019-12-19,,0.5,14,14,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH127,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Disused Nursery rear of 263 Loughborough Road Mountsorrel,,,2019-12-19,,0.51,13,13,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH233,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
"Walkers Transport, Loughborough Road, Mountsorrel",,,2019-12-19,,0.29,9,9,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH112,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
The Quorn Furniture Co The Mills Leicester Road Quorn LE12 8ES,,,2019-12-19,,0.18,9,9,,local-authority-eng:CHA,not owned by a public authority,2013-05-22,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH370,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
84 and 88 Wood Lane GFTU & Quorn Grange Hotel,,,2019-12-19,,0.3,9,9,,local-authority-eng:CHA,not owned by a public authority,2017-02-23,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH398,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Rothley Church of England Primary School Mountsorrel Lane Rothley Leicestershire LE7 7PS,,,2019-12-19,,1.14,16,16,,local-authority-eng:CHA,not owned by a public authority,2013-07-26,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH299,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Land between A6 and River Soar south of Wyevale Garden Centre Rothley,,,2019-12-19,,9.76,117,117,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH55,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
"Office and Premises, rear of 74 Woodgate Rothley",,,2019-12-19,,0.29,9,9,,local-authority-eng:CHA,not owned by a public authority,2016-03-21,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,SH119,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Land fronting Ashby Road and Ingleberry Road Shepshed,,,2019-12-19,,11,200,200,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH138,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
"Former Redland Roofing Systems Site - Ingelberry Road/Ashby Road, Shepshed",,,2019-12-19,,5.6,105,105,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH141,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-22
Carr Brook House Leicester Road Shepshed,,,2019-12-19,,1.47,44,44,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH157,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
Manheim Auctions Charnwood Road Shepshed Loughborough LE12 9NN,,,2019-12-19,,3.56,79,79,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH263,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
112-116 Charnwood Road Shepshed LE12 9NP,,,2019-12-19,,0.25,7,7,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH351,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
32 Charnwood Road Shepshed,,,2019-12-19,,0.23,15,15,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH121,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
Westroyd House Tickow Lane Shepshed Leicestershire LE12 9LY,,,2019-12-19,,0.7,9,9,,local-authority-eng:CHA,not owned by a public authority,2017-03-01,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,outline planning permission,PSH402,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
28 Britannia Street Shepshed,,,2019-12-19,,0.1,10,10,,local-authority-eng:CHA,not owned by a public authority,2017-03-02,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH403,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
"Land on the South West side of Cemetery Road, Sileby",,,2019-12-19,,4.7,90,90,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH196,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
36 Charles Street Sileby,,,2019-12-19,,0.4,11,11,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH129,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
32 Charles Street Sileby LE12 7RJ,,,2019-12-19,,0.13,13,13,,local-authority-eng:CHA,not owned by a public authority,2016-11-17,,permissioned,full planning permission,PSH406,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
9 King Street Sileby LE12 7LZ,,,2019-12-19,,0.56,14,14,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH132,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
Land rear of 107 Cossington Road Sileby,,,2019-12-19,,0.77,23,23,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH135,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
The Oak Business Centre Ratcliffe Road Sileby,,,2019-12-19,,0.4,11,11,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH136,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
Barrow Road Sileby,,,2019-12-19,,0.4,12,12,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH138,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
Land at Brookside Syston,,,2019-12-19,,0.36,14,14,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH117,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
"Land at Melton Road, Syston",,,2019-12-19,,1.4,34,34,,local-authority-eng:CHA,owned by a public authority,,,not permissioned,,PSH124,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
"Triangle of land bounded by Albert Street, Victoria Street and Cross Street Syston Leicestershire LE7 2LF",,,2019-12-19,,0.15,12,12,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH303,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
2 Victoria Street Syston Leicestershire LE7 2LF,,,2019-12-19,,0.06,9,9,,local-authority-eng:CHA,not owned by a public authority,2015-12-22,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH355,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
10 Brookside Syston Leicestershire LE7 1GG,,,2019-12-19,,0.15,8,8,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH356,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
1142 Melton Road Syston,,,2019-12-19,,0.19,24,24,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH139,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
Brook Street Syston,,,2019-12-19,,0.75,10,10,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH141,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
"Land off Victoria Street, Syston",,,2019-12-19,,1.52,32,32,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH148,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-23
St Peter's Street Syston,,,2019-12-19,,0.39,12,12,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH150,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Warehouse and Premises Unit 5 Wanlip Road Syston,,,2019-12-19,,0.55,14,14,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH152,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Works opposite 46 Brook Street Thurmaston,,,2019-12-19,,0.24,7,7,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH191,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Works adjacent 46 Brook Street Thurmaston,,,2019-12-19,,0.17,5,5,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH192,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
West Thurmaston,,,2019-12-19,,19.7,120,120,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH207,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Mill Lane Car Park Mill Lane Thurmaston Leicestershire,,,2019-12-19,,0.22,6,6,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH357,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
The Old Coal Yard Garden Street Thurmaston Leicestershire LE4 8DS,,,2019-12-19,,0.2,8,8,,local-authority-eng:CHA,not owned by a public authority,2016-05-31,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH358,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
34 Brook Street Thurmaston Leicestershire LE4 8DA,,,2019-12-19,,0.09,5,5,,local-authority-eng:CHA,not owned by a public authority,2016-06-08,http://portal.charnwood.gov.uk/Northgate/PlanningExplorerAA/Home.aspx,permissioned,full planning permission,PSH359,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
100 Colby Drive Thurmaston Leicestershire LE4 8LA,,,2019-12-19,,0.08,8,8,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH360,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Land at 598 and 600 Melton Road Thurmaston,,,2019-12-19,,0.22,6,6,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSH77,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Church Hill Road Thurmaston,,,2019-12-19,,7.88,148,148,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH155,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Humberstone Lane Thurmaston,,,2019-12-19,,4.11,92,92,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH156,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Rear of 36 to 46 Colby Road Thurmaston,,,2019-12-19,,0.43,11,11,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH162,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Warehouse and Premises Units 3 157 Humberstone Lane Thurmaston,,,2019-12-19,,0.73,18,18,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH166,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Warehouse and Premises Unit B Britannia Way Thurmaston,,,2019-12-19,,2.27,44,44,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH167,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
Wheatleys Road Thurmaston,,,2019-12-19,,1.8,45,45,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,SH168,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
The Warren East Goscote LE7 3XD,,,2019-12-19,,3.95,74,74,,local-authority-eng:CHA,not owned by a public authority,,,not permissioned,,PSE343,https://www.charnwood.gov.uk/pages/strategic_housing_and_employment_land_availability_assessments_2014,2017-11-24
